,T1_label,RH1_label,T2_label,RH2_label,T3_label,RH3_label,T4_label,RH4_label,T5_label,RH5_label,T6_label,RH6_label,T7_label,RH7_label,T8_label,RH8_label,T9_label,RH9_label,PRESSURE_label,WIND_label,VISIBILITY_label,APPLIANCE_label
1511,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1512,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1513,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1514,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1515,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1516,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1517,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1518,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1519,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1520,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1521,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1522,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1523,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1524,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1525,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,High,Low
1526,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Medium,Low
1527,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Medium,Low
1528,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Medium,Low
1529,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1530,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1531,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1532,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1533,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1534,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1535,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1536,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Medium
1537,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1538,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1539,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1540,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1541,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1542,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1543,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1544,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,verycold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1545,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1546,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1547,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1548,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Medium
1549,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Medium
1550,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1551,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1552,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1553,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1554,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1555,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1556,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1557,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1558,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1559,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1560,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1561,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1562,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1563,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1564,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1565,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1566,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1567,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1568,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1569,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1570,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1571,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1572,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1573,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1574,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1575,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1576,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1577,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1578,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1579,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1580,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1581,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1582,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1583,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1584,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1585,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1586,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1587,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1588,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1589,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1590,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1591,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1592,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1593,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1594,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1595,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1596,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1597,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1598,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1599,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1600,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
1601,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
1602,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
1603,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
1604,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,High,Medium,Low
1605,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1606,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1607,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1608,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1609,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,High,Low
1610,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1611,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1612,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1613,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1614,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1615,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1616,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1617,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1618,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1619,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1620,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1621,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1622,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1623,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1624,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1625,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1626,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1627,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1628,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1629,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1630,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1631,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1632,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1633,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1634,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1635,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1636,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1637,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1638,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1639,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1640,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1641,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1642,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1643,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1644,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1645,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1646,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1647,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1648,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1649,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1650,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1651,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1652,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Low,Low,Low
1653,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1654,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1655,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1656,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1657,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1658,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1659,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1660,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1661,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1662,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1663,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1664,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1665,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1666,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Low,Low
1667,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1668,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
1669,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,warm,comfortable,cold,humid,warm,comfortable,warm,comfortable,warm,comfortable,Medium,Medium,Medium,Low
